, CompanyNumber,CompanyName,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,numberPrevNameChanges,NumberOfIndustires,PrimaryIndustry
2342,02483139,IMPLEMENTORS (U.K.) LIMITED,2.0,2.0,0.0,0.0,0,1,7220 - Software consultancy and supply
2343,04183682,IMPULSE MUSIC TRAVEL LIMITED,2.0,1.0,0.0,1.0,0,1,5248 - Other retail specialist stores
2344,02685379,IMQ LIMITED,2.0,2.0,0.0,0.0,1,1,5190 - Other wholesale
2345,04787029,IN RETIREMENT SERVICES (REVERSIONS) LIMITED,1070.0,1019.0,0.0,51.0,2,1,6523 - Other financial intermediation
2346,04132210,IN2ITIVE BUSINESS GROUP LIMITED,2.0,2.0,0.0,0.0,0,1,7487 - Other business activities
2347,10179628,INAUTH UK LTD.,0.0,0.0,0.0,0.0,0,4,61200 - Wireless telecommunications activities
2348,03138389,INCHCAPE FINANCIAL SERVICES LIMITED,1.0,0.0,0.0,1.0,0,1,64921 - Credit granting by non-deposit taking finance houses and other specialist consumer credit grantors
2349,10643120,INCISIVE MEDIA GROUP LIMITED,1.0,0.0,0.0,1.0,0,1,58190 - Other publishing activities
2350,02673204,INCLARITY LIMITED,10.0,7.0,0.0,3.0,1,1,6420 - Telecommunications
2351,09065891,INCOMM PAYMENTS UK LTD,0.0,0.0,0.0,0.0,0,1,82990 - Other business support service activities n.e.c.
2352,06025018,INCOMM PREPAID LIMITED,2.0,0.0,0.0,2.0,1,1,82990 - Other business support service activities n.e.c.
2353,01867070,INDEPENDENT COACH TRAVEL (WHOLESALING) LIMITED,8.0,2.0,0.0,6.0,0,1,96090 - Other service activities n.e.c.
2354,02793236,INDIE TRAINING FUND,0.0,0.0,0.0,0.0,1,1,94110 - Activities of business and employers membership organizations
2355,03664736,INDIGO PRODUCTS LIMITED,10.0,0.0,0.0,10.0,0,1,22290 - Manufacture of other plastic products
2356,04026693,INDIVIDUAL RESTAURANT COMPANY LIMITED,16.0,5.0,0.0,11.0,1,1,56101 - Licensed restaurants
2357,02821941,INDUSTRIAL LATEX COMPOUNDS LIMITED,14.0,4.0,0.0,10.0,0,1,20130 - Manufacture of other inorganic basic chemicals
2358,03463584,INDUSTRIELLE DE CHAUFFAGE ENTERPRISE UNITED KINGDOM LIMITED,0.0,0.0,0.0,0.0,0,1,43999 - Other specialised construction activities n.e.c.
2359,05140324,INDUSTRIOUS (CASTLE ESTATE) 1 LIMITED,2.0,2.0,0.0,0.0,1,1,7011 - Development & sell real estate
2360,11261350,INEOS ENTERPRISES HOLDINGS FINCO LIMITED,2.0,0.0,0.0,2.0,0,1,70100 - Activities of head offices
2361,05293217,INEOS PARAFORM HOLDINGS LIMITED,1.0,0.0,0.0,1.0,0,1,70100 - Activities of head offices
2362,04482032,INEOS PARAFORM LIMITED,4.0,0.0,0.0,4.0,2,1,70100 - Activities of head offices
2363,08547347,INESTAR LIMITED,1.0,1.0,0.0,0.0,0,1,68209 - Other letting and operating of own or leased real estate
2364,05152693,INEX HOME IMPROVEMENTS LIMITED,3.0,2.0,0.0,1.0,1,1,43290 - Other construction installation
2365,02203248,INFINIS (COE) LIMITED,0.0,0.0,0.0,0.0,2,1,74990 - Non-trading company
2366,05017188,INFINITY DISTRIBUTION LIMITED,1.0,1.0,0.0,0.0,0,1,5190 - Other wholesale
2367,OC416151,INFLEXION TIC SERVICES HOLDINGS LLP,0.0,0.0,0.0,0.0,0,1,None Supplied
2368,06395011,INGENIOUS ENTERTAINMENT VCT 1 PLC,0.0,0.0,0.0,0.0,0,1,64303 - Activities of venture and development capital companies
2369,06395025,INGENIOUS ENTERTAINMENT VCT 2 PLC,0.0,0.0,0.0,0.0,0,1,64303 - Activities of venture and development capital companies
2370,05943513,INGENIOUS LIVE VCT 1 PLC,0.0,0.0,0.0,0.0,0,1,7487 - Other business activities
2371,05943531,INGENIOUS LIVE VCT 2 PLC,0.0,0.0,0.0,0.0,0,1,7487 - Other business activities
2372,04956592,INHOCO 3017 LIMITED,5.0,1.0,0.0,4.0,0,1,99999 - Dormant Company
2373,04362980,ININ UK LIMITED,0.0,0.0,0.0,0.0,0,1,61900 - Other telecommunications activities
2374,SC105665,INKA SYSTEMS (UK) LIMITED,2.0,0.0,0.0,2.0,0,1,2811 - Manufacture metal structures & parts
2375,09358252,INLAND HELIX LIMITED,1.0,0.0,0.0,1.0,0,1,64203 - Activities of construction holding companies
2376,05535302,INLINE OUTSOURCING LIMITED,4.0,1.0,0.0,3.0,1,1,64999 - Financial intermediation not elsewhere classified
2377,02514148,INN FINANCE LIMITED,2.0,2.0,0.0,0.0,0,2,5530 - Restaurants
2378,02623681,INNERVATE TECHNOLOGY SOLUTIONS LIMITED,8.0,2.0,0.0,6.0,2,1,62090 - Other information technology service activities
2379,10894373,INNOGY INNOVATION UK LIMITED,0.0,0.0,0.0,0.0,0,1,64304 - Activities of open-ended investment companies
2380,08382258,INNOVATION CITY (TELECOMS) LIMITED,1.0,1.0,0.0,0.0,1,1,82990 - Other business support service activities n.e.c.
2381,05223208,INNOVIA FILMS (COMMERCIAL) LIMITED,5.0,0.0,0.0,5.0,0,1,82990 - Other business support service activities n.e.c.
2382,09187600,INOCHI PROJECT PLC,0.0,0.0,0.0,0.0,0,2,58210 - Publishing of computer games
2383,01731062,INSPEC FINE CHEMICALS LIMITED,0.0,0.0,0.0,0.0,0,1,7499 - Non-trading company
2384,07956317,INSPIRED ASSET MANAGEMENT LIMITED,14.0,3.0,0.0,11.0,0,1,64999 - Financial intermediation not elsewhere classified
2385,10544849,INSPIRED DEVELOPMENTS (LONDON) PLC,0.0,0.0,0.0,0.0,0,1,64999 - Financial intermediation not elsewhere classified
2386,09864285,INSPIRING FUTURES CAREERS LIMITED,1.0,1.0,0.0,0.0,0,1,"74909 - Other professional, scientific and technical activities n.e.c."
2387,10932372,INSTALL BASE LIMITED,2.0,2.0,0.0,0.0,1,1,70100 - Activities of head offices
2388,02685515,INSTANT CASH LOANS LIMITED,16.0,7.0,0.0,9.0,0,3,64921 - Credit granting by non-deposit taking finance houses and other specialist consumer credit grantors
2389,01422343,INSU-STRIP LIMITED,4.0,2.0,0.0,2.0,0,1,7487 - Other business activities
2390,09812523,INSULATE REALISATIONS LIMITED,6.0,3.0,0.0,3.0,1,1,43999 - Other specialised construction activities n.e.c.
2391,01520360,INSURANCE CORPORATION OF SINGAPORE (U.K.) LIMITED(THE),5.0,5.0,0.0,0.0,0,1,65110 - Life insurance
2392,03935374,INTASCAPE.COM LIMITED,2.0,0.0,0.0,2.0,0,1,62090 - Other information technology service activities
2393,08430150,INTEGRATED PATH SERVICES LIMITED,0.0,0.0,0.0,0.0,0,1,96090 - Other service activities n.e.c.
2394,04104172,INTEGRATED SATELLITE TELECOMMUNICATIONS PLC,1.0,1.0,0.0,0.0,0,1,6420 - Telecommunications
2395,SC228386,INTEGRATED SUBSEA SERVICES LIMITED,10.0,1.0,0.0,9.0,1,1,82990 - Other business support service activities n.e.c.
2396,04616937,INTELLEGO GROUP LIMITED,3.0,3.0,0.0,0.0,2,2,7221 - Software publishing
2397,03002259,INTELLIGENCE EXCHANGE NETWORKS LIMITED,2.0,2.0,0.0,0.0,0,2,7415 - Holding Companies including Head Offices
2398,SC364115,INTELLIGENT WELL CONTROLS LIMITED,0.0,0.0,0.0,0.0,0,1,82990 - Other business support service activities n.e.c.
2399,04547667,INTER TRAVEL HOLIDAYS LTD.,1.0,1.0,0.0,0.0,0,1,6330 - Travel agencies etc; tourist
2400,01264077,INTERACTION RECRUITMENT CONSULTANTS LIMITED,0.0,0.0,0.0,0.0,0,1,None Supplied
2401,SC108641,INTERACTIVE OFFICE LIMITED,5.0,3.0,0.0,2.0,0,1,7487 - Other business activities
2402,NI048069,INTERIOR SOLUTION DESIGNS LTD,1.0,1.0,0.0,0.0,0,1,None Supplied
2403,03167536,INTERLAKEN GROUP LIMITED,3.0,1.0,0.0,2.0,1,1,70100 - Activities of head offices
2404,05318020,INTERMEDIA FILM DISTRIBUTION 2004 LIMITED,10.0,10.0,0.0,0.0,0,2,9211 - Motion picture and video production
2405,03899545,INTERNATIONAL COMMODITIES AND INVESTMENTS PLC,2.0,0.0,0.0,2.0,2,1,64205 - Activities of financial services holding companies
2406,10528411,INTERNATIONAL RETAIL UK LIMITED,0.0,0.0,0.0,0.0,1,1,70100 - Activities of head offices
2407,03322903,INTERNATIONAL TELECOM CENTRE LIMITED,0.0,0.0,0.0,0.0,0,1,6420 - Telecommunications
2408,02331006,INTERNATIONAL TRAVEL GROUP LIMITED,3.0,0.0,0.0,3.0,0,1,70100 - Activities of head offices
2409,FC021939,"INTERNETIX, INC.",1.0,1.0,0.0,0.0,0,1,None Supplied
2410,04130453,INTERSTONE TRADING LIMITED,0.0,0.0,0.0,0.0,0,2,5143 - Wholesale electric household goods
2411,03743254,INTERTEK FISHERIES CERTIFICATION LIMITED,0.0,0.0,0.0,0.0,1,1,70229 - Management consultancy activities other than financial management
2412,02443202,INTIMAS LIMITED,15.0,2.0,0.0,13.0,1,1,5142 - Wholesale of clothing and footwear
2413,10837888,INTU ENERGY LIMITED,0.0,0.0,0.0,0.0,0,1,35110 - Production of electricity
2414,04251697,INTU MANAGEMENT SERVICES LIMITED,0.0,0.0,0.0,0.0,2,1,70100 - Activities of head offices
2415,04423998,INTU NOTTINGHAM INVESTMENTS LIMITED,2.0,2.0,0.0,0.0,3,1,74990 - Non-trading company
2416,08425923,INTU RETAIL SERVICES LIMITED,1.0,1.0,0.0,0.0,2,1,81100 - Combined facilities support activities
2417,08363578,INTU RS LIMITED,0.0,0.0,0.0,0.0,2,1,81100 - Combined facilities support activities
2418,04358831,INVARO LIMITED,3.0,3.0,0.0,0.0,1,1,7487 - Other business activities
2419,06702751,INVENTIVE TAX STRATEGIES LIMITED,0.0,0.0,0.0,0.0,2,1,70229 - Management consultancy activities other than financial management
2420,06707425,INVER UK LIMITED,1.0,0.0,0.0,1.0,0,1,"20301 - Manufacture of paints, varnishes and similar coatings, mastics and sealants"
2421,03141073,INVESCO INCOME GROWTH TRUST PLC,0.0,0.0,0.0,0.0,0,1,64301 - Activities of investment trusts
2422,06135150,INVESTEC ASSET FINANCE (CAPITAL NO.3) LIMITED,0.0,0.0,0.0,0.0,1,1,64191 - Banks
2423,03700427,INVESTEC CLICK & INVEST LIMITED,0.0,0.0,0.0,0.0,2,1,64999 - Financial intermediation not elsewhere classified
2424,02216551,INVESTEC GROUP (UK) LIMITED,0.0,0.0,0.0,0.0,0,1,74990 - Non-trading company
2425,03826235,INVESTLAND GROUP LIMITED,2.0,0.0,0.0,2.0,0,1,64205 - Activities of financial services holding companies
2426,07559938,INVICTUS CONTRACTS LIMITED,0.0,0.0,0.0,0.0,1,1,43999 - Other specialised construction activities n.e.c.
2427,07073184,INVIEW TECHNOLOGY LIMITED,1.0,1.0,0.0,0.0,0,1,60200 - Television programming and broadcasting activities
2428,02394542,INVISION MICROSYSTEMS LIMITED,3.0,2.0,0.0,1.0,0,1,"7420 - Architectural, technical consult"
2429,03300281,IOP 03300281 LIMITED,12.0,0.0,0.0,12.0,1,1,68209 - Other letting and operating of own or leased real estate
2430,OC377842,IPAGOO LLP,6.0,2.0,0.0,4.0,1,1,None Supplied
2431,02708140,IPC REALISATIONS 2007 LIMITED,2.0,2.0,0.0,0.0,1,2,4544 - Painting and glazing
2432,02647877,IRVINE CARE LIMITED,13.0,3.0,1.0,9.0,0,1,86900 - Other human health activities
2433,06416410,IRVINE ENERGY RECOVERY LIMITED,0.0,0.0,0.0,0.0,1,2,35110 - Production of electricity
2434,SC263277,ISLAND HOSPITALITY VENTURES LIMITED,4.0,0.0,0.0,4.0,1,1,55100 - Hotels and similar accommodation
2435,03624831,ISLAND LITHO LIMITED,1.0,1.0,0.0,0.0,0,2,2123 - Manufacture of paper stationery
2436,OC337386,ISM CAPITAL LLP,1.0,0.0,0.0,1.0,0,1,None Supplied
2437,SC273791,ISS (HR SERVICES) LIMITED,4.0,0.0,0.0,4.0,1,1,78300 - Human resources provision and management of human resources functions
2438,02067648,ITG PAYPHONES (UK) LIMITED,8.0,0.0,0.0,8.0,0,1,62090 - Other information technology service activities
2439,06554264,IV ASSURE LIMITED,0.0,0.0,0.0,0.0,0,1,61900 - Other telecommunications activities
2440,10134319,IWOCA PEROXIDE LIMITED,0.0,0.0,0.0,0.0,0,1,82990 - Other business support service activities n.e.c.
2441,02861790,IZODIA PLC,4.0,0.0,0.0,4.0,0,1,58290 - Other software publishing
2442,07900473,J A BALL LIMITED,1.0,0.0,0.0,1.0,1,3,41100 - Development of building projects
2443,04777493,J C AND A SOUTHPORT LTD.,2.0,0.0,0.0,2.0,1,1,69102 - Solicitors
2444,04311743,J C LE ROUX PROPERTIES LIMITED,6.0,5.0,0.0,1.0,0,2,7415 - Holding Companies including Head Offices
2445,00120002,J E BEALE PUBLIC LIMITED COMPANY,12.0,5.0,0.0,7.0,0,1,47190 - Other retail sale in non-specialised stores
2446,04336231,J F INTERNATIONAL LIMITED,2.0,2.0,0.0,0.0,0,1,49410 - Freight transport by road
2447,03356070,J R COOKSON (CONTRACTING) LIMITED,2.0,1.0,0.0,1.0,2,1,4521 - Gen construction & civil engineer
2448,01210256,J. & P. FURNESS (BUILDERS) LIMITED,1.0,1.0,0.0,0.0,0,1,4521 - Gen construction & civil engineer
2449,07971436,J. CREW U.K. LIMITED,0.0,0.0,0.0,0.0,0,1,70100 - Activities of head offices
2450,00755424,J. J. ROBINSON & SON LIMITED,0.0,0.0,0.0,0.0,0,1,"2010 - Sawmill, plane, impregnation wood"
2451,02415151,J. ROSENTHAL AND SON LIMITED,16.0,0.0,0.0,16.0,0,1,46410 - Wholesale of textiles
2452,SC059963,J.FLEMING ENGINEERING(STORNOWAY)LIMITED,2.0,1.0,0.0,1.0,0,1,3511 - Building and repairing of ships
2453,00283640,J.HOBLEY & CO.LIMITED,3.0,3.0,0.0,0.0,0,1,2875 - Manufacture other fabricated metal products
2454,01520217,J.P. DISTRIBUTION LTD.,8.0,2.0,1.0,5.0,0,4,"46439 - Wholesale of radio, television goods & electrical household appliances (other than records, tapes, CD's & video tapes and the equipment used for playing them)"
2455,04153386,J.P. MORGAN CAZENOVE LIMITED,2.0,0.0,0.0,2.0,2,1,66120 - Security and commodity contracts dealing activities
2456,04248587,J.P. MORGAN CHASE FINANCE LIMITED,0.0,0.0,0.0,0.0,0,1,64999 - Financial intermediation not elsewhere classified
2457,04072779,J.P. MORGAN CHASE INTERNATIONAL FINANCING LIMITED,0.0,0.0,0.0,0.0,1,1,64999 - Financial intermediation not elsewhere classified
2458,03985873,J.P. MORGAN INVESTMENT MANAGEMENT LIMITED,0.0,0.0,0.0,0.0,0,1,7487 - Other business activities
2459,02017279,J.P. MORGAN TRUSTEE AND DEPOSITARY COMPANY LIMITED,0.0,0.0,0.0,0.0,0,1,64999 - Financial intermediation not elsewhere classified
2460,02860996,J.P. MORGAN WHITEFRIARS (UK),0.0,0.0,0.0,0.0,0,1,64999 - Financial intermediation not elsewhere classified
2461,02132361,J.P.V. LIMITED,0.0,0.0,0.0,0.0,0,1,None Supplied
2462,00875254,J.R. TEXTILES LONDON (1989) LIMITED,11.0,0.0,0.0,11.0,0,1,7499 - Non-trading company
2463,02191186,J.S. BRAMLEY (LEEDS) LIMITED,35.0,5.0,0.0,30.0,0,1,4521 - Gen construction & civil engineer
2464,NI023343,J.T.B. INVESTMENT CO. LTD,1.0,1.0,0.0,0.0,0,1,None Supplied
2465,01505158,J.W. & E. MORRIS & SON LIMITED,6.0,5.0,0.0,1.0,0,2,27120 - Manufacture of electricity distribution and control apparatus
2466,01540001,J.W. HEPPLESTONE LIMITED,1.0,1.0,0.0,0.0,0,1,6024 - Freight transport by road
2467,SC217714,JABIL CIRCUIT HOLDINGS LIMITED,0.0,0.0,0.0,0.0,0,1,70100 - Activities of head offices
2468,01332853,JACK MOODY LIMITED,8.0,6.0,0.0,2.0,0,4,23610 - Manufacture of concrete products for construction purposes
2469,00850288,JACK RADCLIFFE & SONS LIMITED,4.0,0.0,0.0,4.0,0,1,5010 - Sale of motor vehicles
2470,08504197,JACKSON AND RYE RESTAURANTS LIMITED,1.0,1.0,0.0,0.0,1,1,56101 - Licensed restaurants
2471,10689343,JAEGER RETAIL LIMITED,4.0,2.0,0.0,2.0,1,1,47710 - Retail sale of clothing in specialised stores
2472,00176533,JAM B REALISATIONS LIMITED,3.0,0.0,0.0,3.0,1,1,47190 - Other retail sale in non-specialised stores
2473,SC066780,JAMES P MCFARLANE & COMPANY LIMITED,3.0,3.0,0.0,0.0,0,1,5244 - Retail furniture household etc
2474,05812287,JARDIN VALLEY RESTAURANTS LIMITED,0.0,0.0,0.0,0.0,1,1,56102 - Unlicensed restaurants and cafes
2475,02748341,JB & MG CONSULTING LIMITED,1.0,0.0,0.0,1.0,1,1,23990 - Manufacture of other non-metallic mineral products n.e.c.
2476,NI060664,JBE MECHANICAL . ELECTRICAL LIMITED,1.0,1.0,0.0,0.0,1,1,43210 - Electrical installation
2477,03788194,JD CLASSICS LIMITED,6.0,2.0,0.0,4.0,1,2,45190 - Sale of other motor vehicles
2478,08548240,JD NORMAN LYDNEY LIMITED,9.0,6.0,0.0,3.0,0,1,28410 - Manufacture of metal forming machinery
2479,07200632,JEESAL AKMAN CARE CORPORATION LIMITED,5.0,2.0,0.0,3.0,0,1,86900 - Other human health activities
2480,00512397,JEFFERIES BACHE LIMITED,16.0,0.0,0.0,16.0,3,1,64999 - Financial intermediation not elsewhere classified
2481,03177970,JEFFS COACHES LIMITED,4.0,0.0,0.0,4.0,0,1,49390 - Other passenger land transport
2482,03069319,JEM RECYCLING LIMITED,3.0,2.0,0.0,1.0,0,2,3710 - Recycling of metal waste and scrap
2483,SC281593,"JENNERS, PRINCES STREET, EDINBURGH LIMITED",3.0,0.0,0.0,3.0,2,1,47190 - Other retail sale in non-specialised stores
2484,NI029945,JERMON DEVELOPMENTS LIMITED,11.0,6.0,0.0,5.0,0,1,None Supplied
2485,08384909,JESSOPS EUROPE LIMITED,1.0,1.0,0.0,0.0,0,1,47789 - Other retail sale of new goods in specialised stores (not commercial art galleries and opticians)
2486,FC025910,JET AIRWAYS (INDIA) LIMITED,54.0,51.0,0.0,3.0,0,1,None Supplied
2487,01386615,JETGO (UK) LIMITED,0.0,0.0,0.0,0.0,2,1,99000 - Activities of extraterritorial organizations and bodies
2488,06113549,JETS (BIGGIN HILL) LIMITED,0.0,0.0,0.0,0.0,1,1,51102 - Non-scheduled passenger air transport
2489,00506874,JFL AUTOMOTIVE LIMITED,1.0,0.0,0.0,1.0,1,1,3430 - Manufacture motor vehicle & engine parts
2490,08181598,JIBE MOBILE LTD,0.0,0.0,0.0,0.0,0,1,61900 - Other telecommunications activities
2491,05497040,JIFFY (UK) HOLDING I LIMITED,2.0,0.0,0.0,2.0,2,1,64202 - Activities of production holding companies
2492,03497502,JIGSAW INTERNATIONAL LIMITED,5.0,1.0,0.0,4.0,1,1,46450 - Wholesale of perfume and cosmetics
2493,OC377109,JIREHOUSE PARTNERS LLP,0.0,0.0,0.0,0.0,1,1,None Supplied
2494,01516922,JISTCOURT SOUTH WALES LIMITED,3.0,3.0,0.0,0.0,0,3,41100 - Development of building projects
2495,07265052,JJ DISTRIBUTION LIMITED,0.0,0.0,0.0,0.0,2,1,59131 - Motion picture distribution activities
2496,01073622,JL REALISATIONS 2020 LIMITED,13.0,6.0,0.0,7.0,2,1,20130 - Manufacture of other inorganic basic chemicals
2497,NI056981,JLM HOLDINGS LIMITED,2.0,0.0,0.0,2.0,0,1,18121 - Manufacture of printed labels
2498,04366087,JOBS EDUCATION AND TRAINING,0.0,0.0,0.0,0.0,0,4,63990 - Other information service activities n.e.c.
2499,08659906,JOE MACARI CARS (LONDON) LIMITED,0.0,0.0,0.0,0.0,1,1,45112 - Sale of used cars and light motor vehicles
2500,FC022195,JOE'S WINE BAR LIMITED,0.0,0.0,0.0,0.0,0,1,None Supplied
2501,SC069094,JOHN A. DRENNAN LIMITED,1.0,1.0,0.0,0.0,0,1,None Supplied
2502,00278402,JOHN CARR SALES LIMITED,0.0,0.0,0.0,0.0,0,1,7499 - Non-trading company
2503,00714106,JOHN GUEST ENGINEERING LIMITED,5.0,0.0,0.0,5.0,0,1,28910 - Manufacture of machinery for metallurgy
2504,00737282,JOHN GUEST SPEEDFIT LIMITED,6.0,0.0,0.0,6.0,0,1,46180 - Agents specialized in the sale of other particular products
2505,03009501,JOHN JONES ART CENTRE LTD.,7.0,0.0,0.0,7.0,0,1,"16290 - Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials"
2506,00372447,JOHN LEE OF GRANTHAM LIMITED,0.0,0.0,0.0,0.0,0,1,7499 - Non-trading company
2507,01072921,PIZZA HUT (U.K.) LIMITED,11.0,2.0,0.0,9.0,0,2,56101 - Licensed restaurants
2508,02805490,PIZZAEXPRESS (RESTAURANTS) LIMITED,11.0,2.0,0.0,9.0,0,1,56101 - Licensed restaurants
2509,03970045,PL 1 REALISATIONS (2020) LIMITED,7.0,3.0,0.0,4.0,2,1,56101 - Licensed restaurants
2510,05651526,PL 2 REALISATIONS (2020) LIMITED,1.0,0.0,0.0,1.0,2,1,56101 - Licensed restaurants
2511,07236924,PL 3 REALISATIONS (2020) LIMITED,0.0,0.0,0.0,0.0,1,1,56290 - Other food services
2512,00737307,PLANNED MAINTENANCE ENGINEERING LIMITED,2.0,1.0,0.0,1.0,0,1,43999 - Other specialised construction activities n.e.c.
2513,02078037,PLANNING DESIGN DEVELOPMENT LIMITED,8.0,7.0,0.0,1.0,0,2,71111 - Architectural activities
2514,02013215,PLASTI-KOTE LIMITED,1.0,0.0,0.0,1.0,0,1,"20301 - Manufacture of paints, varnishes and similar coatings, mastics and sealants"
2515,00569364,PLASTIC INSULATED CABLES LIMITED,7.0,0.0,0.0,7.0,0,1,3130 - Manufacture of insulated wire & cable
2516,01087304,PLASVAC LIMITED,4.0,2.0,0.0,2.0,0,1,2524 - Manufacture of other plastic products
2517,06374301,PLAYFISH LIMITED,1.0,0.0,0.0,1.0,0,1,58290 - Other software publishing
2518,09455489,PLD MANAGED SERVICES LIMITED,0.0,0.0,0.0,0.0,4,1,"47990 - Other retail sale not in stores, stalls or markets"
2519,03175989,PLYMOUTH COMMUNITY PARTNERSHIP LTD,0.0,0.0,0.0,0.0,0,1,9133 - Other membership organisations
2520,00531085,PME TECHNICAL SERVICES LIMITED,2.0,0.0,0.0,2.0,3,1,43210 - Electrical installation
2521,09636777,PMP CONSTRUCTION LIMITED,0.0,0.0,0.0,0.0,0,1,41100 - Development of building projects
2522,02739196,PMP-FORWARD LIMITED,4.0,0.0,0.0,4.0,1,1,49410 - Freight transport by road
2523,02342007,PMSR 1 LIMITED,8.0,2.0,0.0,6.0,1,1,3520 - Manufacture of railway locomotives & stock
2524,09008412,PNL 2020 REALISATIONS LIMITED,13.0,9.0,0.0,4.0,2,2,22230 - Manufacture of builders  ware of plastic
2525,00396388,POCHIN CONSTRUCTION LIMITED,2.0,1.0,0.0,1.0,1,4,41100 - Development of building projects
2526,00740515,POCHIN DEVELOPMENTS LIMITED,39.0,9.0,0.0,30.0,1,3,68100 - Buying and selling of own real estate
2527,05509462,POCHIN GATEWAY COMMERCIAL LIMITED,4.0,4.0,0.0,0.0,2,2,68100 - Buying and selling of own real estate
2528,05300153,POCHIN LAND & DEVELOPMENT LIMITED,13.0,7.0,0.0,3.0,3,2,68100 - Buying and selling of own real estate
2529,04554705,POCHIN RESIDENTIAL LIMITED,17.0,5.0,0.0,12.0,2,3,41202 - Construction of domestic buildings
2530,SC209623,POCKET WATCH SYSTEMS LIMITED,0.0,0.0,0.0,0.0,1,1,7310 - R & d on nat sciences & engineering
2531,07547011,POCONO HOLDINGS LIMITED,1.0,0.0,1.0,0.0,1,1,64205 - Activities of financial services holding companies
2532,05180594,POD FOOD LIMITED,30.0,27.0,0.0,3.0,1,1,82990 - Other business support service activities n.e.c.
2533,06147645,PODFLOOR LIMITED,1.0,1.0,0.0,0.0,0,1,43390 - Other building completion and finishing
2534,03357547,POINT OF VIEW (DESIGN) LIMITED,0.0,0.0,0.0,0.0,0,1,7487 - Other business activities
2535,02049389,POL (OLDCO) 2019 LIMITED,7.0,1.0,0.0,6.0,2,2,26701 - Manufacture of optical precision instruments
2536,07068161,POLARCUS UK LIMITED,8.0,8.0,0.0,0.0,0,1,82990 - Other business support service activities n.e.c.
2537,00191910,POLG REALISATIONS LIMITED,6.0,5.0,0.0,1.0,0,1,None Supplied
2538,03907386,POLICY ADMINISTRATION SERVICES LIMITED,9.0,3.0,0.0,6.0,0,1,65120 - Non-life insurance
2539,03105576,POLLY'S LIMITED,0.0,0.0,0.0,0.0,0,1,7483 - Secretarial & translation
2540,03726386,POLYCOM (UNITED KINGDOM) LTD.,0.0,0.0,0.0,0.0,1,1,82990 - Other business support service activities n.e.c.
2541,10547435,PONTEFRACT MIDCO LIMITED,3.0,3.0,0.0,0.0,0,1,64209 - Activities of other holding companies n.e.c.
2542,02451320,POPSHOTS LIMITED,0.0,0.0,0.0,0.0,0,1,7487 - Other business activities
2543,01819910,PORT TALBOT FABRICATIONS LTD,5.0,4.0,0.0,1.0,0,1,None Supplied
2544,03461889,PORTCULLIS ASSET MANAGEMENT LTD.,0.0,0.0,0.0,0.0,0,1,7499 - Non-trading company
2545,02763799,PORTCULLIS COMPUTER SECURITY LIMITED,1.0,0.0,0.0,1.0,0,3,62020 - Information technology consultancy activities
2546,01047319,PORTER CHADBURN P L C,7.0,0.0,0.0,7.0,0,1,7415 - Holding Companies including Head Offices
2547,03475773,PORTLAND CORPORATE SERVICES UK PLC,0.0,0.0,0.0,0.0,0,1,7414 - Business & management consultancy
2548,02676080,PORTMAN PRODUCTS LIMITED,11.0,5.0,0.0,6.0,0,1,2416 - Manufacture of plastics in primary forms
2549,NI024473,PORTSIDE PUBS LIMITED,1.0,1.0,0.0,0.0,0,1,None Supplied
2550,04701450,PORTUS CONSULTING LIMITED,1.0,0.0,0.0,1.0,3,1,65120 - Non-life insurance
2551,OC353967,PORTUS ONLINE LLP,1.0,0.0,0.0,1.0,0,1,None Supplied
2552,00042775,POST INNS LIMITED,30.0,1.0,0.0,29.0,0,1,7499 - Non-trading company
2553,02508579,POSTWORTH LIMITED,0.0,0.0,0.0,0.0,0,1,78200 - Temporary employment agency activities
2554,04065527,POTENSIS LIMITED,6.0,3.0,0.0,3.0,0,1,82990 - Other business support service activities n.e.c.
2555,09340271,POTENSIS RECRUITMENT LIMITED,3.0,3.0,0.0,0.0,0,1,70100 - Activities of head offices
2556,00553014,POUNDSTRETCHER LIMITED,24.0,10.0,0.0,14.0,0,1,47190 - Other retail sale in non-specialised stores
2557,08389133,POWA TECHNOLOGIES GROUP PLC,4.0,4.0,0.0,0.0,0,1,63120 - Web portals
2558,06376989,POWA TECHNOLOGIES LIMITED,9.0,8.0,0.0,1.0,3,1,62012 - Business and domestic software development
2559,00652801,POWELL DUFFRYN GROUP SERVICES LIMITED,1.0,0.0,0.0,1.0,0,1,82990 - Other business support service activities n.e.c.
2560,07489863,POWER RECRUITMENT SOLUTIONS LIMITED,1.0,1.0,0.0,0.0,0,1,78200 - Temporary employment agency activities
2561,04960800,POWERBANKS LIMITED,1.0,1.0,0.0,0.0,0,1,56102 - Unlicensed restaurants and cafes
2562,SC112187,POWERMASTER SERVICE LIMITED,0.0,0.0,0.0,0.0,0,1,96090 - Other service activities n.e.c.
2563,03950863,POWERTRAIN LIMITED,2.0,0.0,0.0,2.0,0,1,"2911 - Manufacture engines, not aircraft, etc."
