,CompanyNumber,CompanyName,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,numberPrevNameChanges,NumberOfIndustires,PrimaryIndustry,date_of_insolvency_filing,auditors_resignations,director_terminations,secretaries_appointed,secretaries_terminated,directors_appointed
767,02265741,PATHEN H.G.V. LIMITED,0.0,0.0,0.0,0.0,0,1,6312 - Storage & warehousing,1995-07-20,0,0,0,0,0
768,01263399,PAUL JOHN CONSTRUCTION (LEICESTER) LIMITED,11.0,2.0,0.0,9.0,0,2,41202 - Construction of domestic buildings,2021-05-19,0,2,1,1,1
769,01014004,PAUL PRESS ASSOCIATES LIMITED,1.0,1.0,0.0,0.0,0,1,7487 - Other business activities,1994-02-07,0,0,0,0,0
770,00357827,PAUL SPEAK PROPERTIES LIMITED,6.0,1.0,0.0,5.0,1,1,7020 - Letting of own property,2010-07-07,0,0,0,0,0
771,01981308,PAUL'S CASH & CARRY LIMITED,1.0,1.0,0.0,0.0,0,1,9305 - Other service activities n.e.c.,1992-05-11,0,0,0,0,0
772,03211048,PAULS CARE SERVICES LTD.,19.0,3.0,0.0,16.0,0,1,87900 - Other residential care activities n.e.c.,2019-07-08,0,0,0,0,0
773,05355023,PAY AS YOU GROW LIMITED,0.0,0.0,0.0,0.0,1,1,7011 - Development & sell real estate,2010-01-12,0,0,0,0,0
774,08972216,PAY.CAR LIMITED,0.0,0.0,0.0,0.0,1,1,70221 - Financial management,2019-06-27,0,5,0,0,3
775,06124842,PAYMENTS UK MANAGEMENT LIMITED,0.0,0.0,0.0,0.0,1,1,"74909 - Other professional, scientific and technical activities n.e.c.",2018-04-26,0,12,0,0,8
776,03630108,PAYNE ASSOCIATES (UK) LIMITED,3.0,3.0,0.0,0.0,0,1,82990 - Other business support service activities n.e.c.,2016-02-11,0,0,0,0,0
777,07069167,PBR LEISURE LIMITED,92.0,56.0,0.0,36.0,0,2,56101 - Licensed restaurants,2013-12-17,0,0,0,0,0
778,10637481,PCL FUNDING II PLC,1.0,0.0,0.0,1.0,0,1,82990 - Other business support service activities n.e.c.,2021-01-29,0,0,0,0,0
779,08541744,PCW PLANNING AND DEVELOPMENT LIMITED,0.0,0.0,0.0,0.0,0,1,41100 - Development of building projects,2016-11-29,0,6,0,1,3
780,02814410,PDL 2020 REALISATIONS LIMITED,6.0,2.0,0.0,4.0,2,2,22230 - Manufacture of builders  ware of plastic,2020-07-13,0,0,0,0,0
781,SC285031,PEACOCKS STORES LIMITED,6.0,2.0,0.0,4.0,2,1,47710 - Retail sale of clothing in specialised stores,2020-11-26,0,3,0,0,0
782,00698449,PEAK CONTRACTORS LIMITED,3.0,1.0,0.0,2.0,0,1,41201 - Construction of commercial buildings,2017-01-10,0,0,0,0,0
783,06326753,PEARL ACQUISITIONS LIMITED,0.0,0.0,0.0,0.0,1,1,47710 - Retail sale of clothing in specialised stores,2017-07-07,0,6,0,0,5
784,06403110,PEARL FINANCECO LIMITED,0.0,0.0,0.0,0.0,1,1,64209 - Activities of other holding companies n.e.c.,2017-07-06,0,5,0,0,4
785,04963501,PEG 1 REALISATIONS LTD,16.0,6.0,0.0,10.0,2,1,78200 - Temporary employment agency activities,2020-03-12,0,1,0,1,0
786,02363864,PEMBELL LIMITED,5.0,4.0,0.0,1.0,0,1,4521 - Gen construction & civil engineer,1998-08-03,0,0,0,0,0
787,NI017137,PENCRO CONSTRUCTION LIMITED,6.0,5.0,0.0,1.0,0,1,None Supplied,2013-04-26,0,0,0,0,0
788,05230794,PENRICH CAPITAL UK LIMITED,0.0,0.0,0.0,0.0,0,1,66300 - Fund management activities,2020-06-01,0,1,0,0,0
789,10792795,PENROSE INGHAM LIMITED,0.0,0.0,0.0,0.0,2,1,41100 - Development of building projects,2021-02-26,0,4,0,0,2
790,05287284,PENSO CITY VEHICLES LIMITED,10.0,3.0,0.0,7.0,1,1,32990 - Other manufacturing n.e.c.,2021-06-16,0,5,0,0,1
791,03787877,PENSO CONSULTING LTD,22.0,7.0,0.0,15.0,1,1,74100 - specialised design activities,2021-06-16,0,6,0,0,1
792,02628701,PENTA FOODS LIMITED,4.0,1.0,0.0,3.0,0,1,"46390 - Non-specialised wholesale of food, beverages and tobacco",2018-12-18,0,0,0,0,0
793,03657659,PENTAGON CAPITAL MANAGEMENT PLC,0.0,0.0,0.0,0.0,0,1,64999 - Financial intermediation not elsewhere classified,2021-06-15,0,2,0,1,0
794,07701221,PENTAHO LIMITED,0.0,0.0,0.0,0.0,0,2,62012 - Business and domestic software development,2019-08-12,0,3,0,0,2
795,07399698,PEONY WESTERN LEASING LIMITED,0.0,0.0,0.0,0.0,0,1,74990 - Non-trading company,2018-05-25,0,1,0,0,1
796,00584236,PERCY INGLE BAKERIES LIMITED,12.0,0.0,0.0,12.0,0,1,10710 - Manufacture of bread; manufacture of fresh pastry goods and cakes,2020-10-01,0,1,0,0,0
797,02353335,PERFORMANCE PAPERS LIMITED,0.0,0.0,0.0,0.0,0,1,17120 - Manufacture of paper and paperboard,2019-01-30,0,0,0,0,0
798,00362294,PERMAL UK LIMITED,3.0,0.0,0.0,3.0,1,1,64205 - Activities of financial services holding companies,2019-01-25,0,1,0,0,0
799,03156676,PERPETUAL INCOME AND GROWTH INVESTMENT TRUST PLC,2.0,2.0,0.0,0.0,0,1,64301 - Activities of investment trusts,2020-12-02,0,4,0,0,1
800,07749786,PERRY BEECHES THE ACADEMY TRUST,7.0,6.0,0.0,1.0,1,1,85310 - General secondary education,2020-02-27,0,0,0,0,0
801,02586357,SUTTON BRIDGE POWER GENERATION,11.0,3.0,0.0,8.0,2,1,35110 - Production of electricity,2020-09-19,0,3,0,0,1
802,07945286,SUTTON MANUFACTURING SOLUTIONS LTD,2.0,2.0,0.0,0.0,0,1,32500 - Manufacture of medical and dental instruments and supplies,2017-03-03,1,2,0,0,3
803,02103679,SVITZER EASTLANDS LIMITED,2.0,0.0,0.0,2.0,2,1,74990 - Non-trading company,2019-08-15,0,3,0,0,2
804,OC383198,SW PATH SERVICES LLP,0.0,0.0,0.0,0.0,0,1,None Supplied,2020-12-21,0,0,0,0,0
805,01755889,SWADDLERS LIMITED,5.0,2.0,0.0,3.0,0,1,3663 - Other manufacturing,2008-02-29,0,0,0,0,0
806,01932647,SWALLOW ESTATES LIMITED,0.0,0.0,0.0,0.0,0,1,7487 - Other business activities,1994-01-20,0,0,0,0,0
807,02991129,SWAN CONSERVATORIES LIMITED,0.0,0.0,0.0,0.0,0,1,5248 - Other retail specialist stores,2000-08-24,0,0,0,0,0
808,04201383,SWAPSTREAM LIMITED,2.0,0.0,0.0,2.0,0,1,82990 - Other business support service activities n.e.c.,2019-08-14,0,2,0,1,2
809,02387211,SWEET VENTURES LIMITED,14.0,13.0,0.0,1.0,0,1,47190 - Other retail sale in non-specialised stores,2021-04-22,0,0,0,0,0
810,02622540,SWIMBOARD LIMITED,9.0,2.0,0.0,7.0,0,1,42990 - Construction of other civil engineering projects n.e.c.,2016-06-28,0,0,0,1,0
811,02727044,SWIMCO POOLS (SOUTH) LIMITED,0.0,0.0,0.0,0.0,0,1,5212 - Other retail non-specialised stores,1995-06-19,0,0,0,0,0
812,08871074,SWISS ROCK LIMITED,0.0,0.0,0.0,0.0,1,1,64999 - Financial intermediation not elsewhere classified,2016-09-14,0,0,0,1,0
813,01796587,SYMBIAN LIMITED,5.0,0.0,0.0,5.0,0,3,58290 - Other software publishing,2017-01-12,0,0,0,0,0
814,00258950,SYMM & COMPANY LIMITED,2.0,2.0,0.0,0.0,0,4,31090 - Manufacture of other furniture,2020-02-13,0,0,0,0,1
815,02605691,"SYMMETRICOM, LTD.",2.0,2.0,0.0,0.0,0,1,61900 - Other telecommunications activities,2021-01-21,0,0,0,1,0
816,03193472,SYNBRA UK LIMITED,10.0,5.0,0.0,5.0,0,1,82990 - Other business support service activities n.e.c.,2020-12-05,0,1,1,1,1
817,03276547,SYNCHRONICA LIMITED,12.0,1.0,0.0,11.0,1,1,62012 - Business and domestic software development,2021-03-03,0,1,0,1,2
818,02668919,SYNSEAL EXTRUSIONS LIMITED,15.0,5.0,0.0,10.0,0,1,22290 - Manufacture of other plastic products,2019-03-20,0,7,0,0,2
819,06682465,"SYSTAGENIX WOUND MANAGEMENT INTERNATIONAL, LIMITED",0.0,0.0,0.0,0.0,0,1,82990 - Other business support service activities n.e.c.,2016-01-25,0,2,0,0,0
820,04050706,SYSTEM BUILDING SERVICES GROUP LIMITED,1.0,1.0,0.0,0.0,1,1,4534 - Other building installation,2012-07-17,0,0,0,0,0
821,02950750,SYSTEMATIC LOGISTICS INTERNATIONAL LIMITED,5.0,4.0,0.0,1.0,0,1,49410 - Freight transport by road,2019-01-03,0,1,0,2,0
822,01483823,T & G FAST FOODS DEVELOPMENTS LIMITED,1.0,0.0,0.0,1.0,0,1,56102 - Unlicensed restaurants and cafes,2019-08-23,0,0,0,1,0
823,06370769,T & L CONTRACTING SUPPORT LIMITED,2.0,1.0,0.0,1.0,1,1,82990 - Other business support service activities n.e.c.,2016-06-21,0,1,0,1,1
824,03237010,T R FREEMAN LIMITED,4.0,4.0,0.0,0.0,0,1,43910 - Roofing activities,2019-11-11,0,5,0,0,1
825,02719675,T W STAMPING LTD,6.0,1.0,0.0,5.0,1,1,2753 - Casting of light metals,2016-11-02,0,0,0,0,0
826,00081434,T&N SHELF SEVEN LIMITED,3.0,0.0,0.0,3.0,0,1,7499 - Non-trading company,2008-11-28,0,0,0,0,0
827,03815547,T-MOBILE NO.1 LIMITED,2.0,2.0,0.0,0.0,1,1,7499 - Non-trading company,2013-11-28,0,0,0,0,0
828,02236984,T-MOBILE NO.5 LIMITED,9.0,1.0,0.0,8.0,1,1,7415 - Holding Companies including Head Offices,2013-11-28,0,0,0,0,0
829,02723714,T-SHIRT LINKS LIMITED,0.0,0.0,0.0,0.0,0,1,5142 - Wholesale of clothing and footwear,1995-08-29,0,0,0,0,0
830,06976293,T. H. BAKER & CO. LIMITED,4.0,3.0,0.0,1.0,0,3,47770 - Retail sale of watches and jewellery in specialised stores,2019-07-12,0,0,0,0,0
831,02004028,T.I.P. EUROPE LIMITED,3.0,0.0,0.0,3.0,0,1,52103 - Operation of warehousing and storage facilities for land transport activities,2019-10-16,0,0,0,0,0
832,02594188,T.R.M. TISCH LIMITED,13.0,3.0,0.0,10.0,0,1,56101 - Licensed restaurants,2020-03-05,0,2,0,1,2
833,09815995,TABCORP UK LIMITED,0.0,0.0,0.0,0.0,1,1,92000 - Gambling and betting activities,2018-12-24,0,0,0,0,0
834,08306088,TABLET INVESTMENTS LTD,0.0,0.0,0.0,0.0,0,1,61200 - Wireless telecommunications activities,2017-01-03,1,2,0,0,4
835,05103967,TAILORED RECRUITMENT SERVICES LIMITED,3.0,1.0,0.0,2.0,0,1,82990 - Other business support service activities n.e.c.,2017-08-02,0,0,0,0,0
836,02941640,TAKEABREAK MOTORWAY SERVICES LIMITED,4.0,1.0,0.0,3.0,0,1,74990 - Non-trading company,2014-11-27,0,0,0,0,0
837,OC377655,TALERIS GLOBAL LLP,0.0,0.0,0.0,0.0,0,1,None Supplied,2018-10-08,0,0,0,0,0
838,08158438,TALERIS HOLDINGS LTD,0.0,0.0,0.0,0.0,0,1,62020 - Information technology consultancy activities,2018-10-19,0,0,0,0,0
839,04079629,TALISMAN ENERGY DL LIMITED,1.0,0.0,0.0,1.0,1,1,1110 - Extraction petroleum & natural gas,2018-09-03,0,0,0,0,0
840,04079631,TALISMAN ENERGY NS LIMITED,4.0,0.0,0.0,4.0,1,1,1110 - Extraction petroleum & natural gas,2018-09-26,0,0,0,0,0
841,08606397,TALOS PROPERTIES HOLDINGS LIMITED,0.0,0.0,0.0,0.0,1,2,68100 - Buying and selling of own real estate,2020-12-12,0,1,0,0,3
842,08606402,TALOS PROPERTIES LIMITED,0.0,0.0,0.0,0.0,1,2,68100 - Buying and selling of own real estate,2020-12-12,0,1,0,0,3
843,03406252,TANGREEN LTD,1.0,1.0,0.0,0.0,1,1,7487 - Other business activities,2012-06-15,0,0,0,0,0
844,03382434,TANTALUM INNOVATIONS LIMITED,10.0,3.0,0.0,7.0,3,1,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",2019-06-11,0,5,0,0,3
845,04126642,TAORAI SERVICE LIMITED,5.0,1.0,0.0,4.0,1,1,2931 - Manufacture of agricultural tractors,2009-06-06,0,0,0,0,0
846,FC023564,TARGETFOLLOW (CORNWALL) LIMITED,0.0,0.0,0.0,0.0,0,1,None Supplied,2010-12-30,0,0,0,0,0
847,09654975,TASTE BIDCO LIMITED,2.0,1.0,0.0,1.0,0,1,70100 - Activities of head offices,2020-10-12,0,0,0,0,0
848,01413967,TAUNTON MOTOR CO. LIMITED,6.0,0.0,0.0,6.0,0,1,45111 - Sale of new cars and light motor vehicles,2016-01-13,0,1,0,1,0
849,04200680,TAWA MANAGEMENT LTD,1.0,0.0,0.0,1.0,0,1,66220 - Activities of insurance agents and brokers,2018-09-06,0,2,0,0,0
850,00349879,TAYLOR BLOXHAM GROUP LIMITED,26.0,1.0,0.0,25.0,1,1,32990 - Other manufacturing n.e.c.,2020-02-13,0,2,0,0,1
851,02051467,TAYLOR YOUNG INVESTMENT MANAGEMENT LIMITED,2.0,1.0,0.0,1.0,0,1,68209 - Other letting and operating of own or leased real estate,2019-06-18,0,2,0,0,0
852,07714007,TCCT HOLDINGS UK LIMITED,0.0,0.0,0.0,0.0,0,1,82990 - Other business support service activities n.e.c.,2019-11-25,0,9,0,0,2
853,00333505,TCG 101 LIMITED,12.0,3.0,0.0,9.0,1,1,7499 - Non-trading company,2004-08-10,0,0,0,0,0
854,08587707,TCGH HOLDINGS LIMITED,0.0,0.0,0.0,0.0,0,1,82990 - Other business support service activities n.e.c.,2019-11-25,0,0,0,0,0
855,01950048,TCR (NUMBER 1) LTD.,0.0,0.0,0.0,0.0,0,1,"77390 - Renting and leasing of other machinery, equipment and tangible goods n.e.c.",2015-04-17,1,2,1,1,3
856,09690226,TDDS 2015 LIMITED,0.0,0.0,0.0,0.0,1,1,75000 - Veterinary activities,2020-12-21,0,2,0,0,0
857,00902438,TDL 2013 REALISATIONS LIMITED,9.0,4.0,0.0,5.0,1,1,58190 - Other publishing activities,2013-08-20,1,0,0,0,0
858,09867540,TDO HOLDINGS LIMITED,0.0,0.0,0.0,0.0,0,1,65120 - Non-life insurance,2019-09-09,0,2,0,0,0
859,07699868,TEACHERS MEDIA INTERNATIONAL LIMITED,0.0,0.0,0.0,0.0,0,2,63990 - Other information service activities n.e.c.,2017-01-23,0,0,0,1,1
860,09726872,TEACHING FORCE LIMITED,0.0,0.0,0.0,0.0,1,1,78200 - Temporary employment agency activities,2020-09-09,0,1,0,0,0
861,SC395795,TEAM ROCK LIMITED,1.0,1.0,0.0,0.0,1,2,58142 - Publishing of  consumer and business journals and periodicals,2016-12-22,0,2,0,0,1
862,03130010,TECH DATA AS UK LIMITED,0.0,0.0,0.0,0.0,4,1,62090 - Other information technology service activities,2020-08-24,0,2,0,0,0
863,04079671,TECH DATA SERVICES UK LIMITED,7.0,0.0,0.0,7.0,3,1,62090 - Other information technology service activities,2020-08-24,0,1,0,0,0
864,03558370,TECH DIRECT EUROPE PLC,4.0,3.0,0.0,1.0,0,4,5164 - Wholesale office machinery & equip,2011-05-23,0,0,0,0,0
865,00944754,TECHELEC (BRIGHTON) LIMITED,15.0,5.0,0.0,10.0,0,1,43210 - Electrical installation,2015-01-07,0,0,0,0,0
866,05590444,TEEN BIDCO LIMITED,4.0,1.0,0.0,3.0,0,1,47710 - Retail sale of clothing in specialised stores,2013-05-17,0,0,0,0,0
867,05590460,TEEN TOPCO LIMITED,5.0,3.0,0.0,2.0,0,1,47710 - Retail sale of clothing in specialised stores,2013-05-17,0,0,0,0,0
868,02076042,TEESSIDE GAS TRANSPORTATION LIMITED,5.0,0.0,0.0,5.0,0,1,74990 - Non-trading company,2020-12-07,0,0,0,0,0
869,02439691,TEKXEL LIMITED,0.0,0.0,0.0,0.0,0,1,70100 - Activities of head offices,2016-01-08,0,0,0,0,0
870,03594610,TELECAST COMMUNICATIONS (AUDIO VISUAL) LIMITED,4.0,0.0,0.0,4.0,0,1,64209 - Activities of other holding companies n.e.c.,2021-06-11,0,1,0,0,0
871,10482063,TELEFLEET LIMITED,0.0,0.0,0.0,0.0,0,1,66220 - Activities of insurance agents and brokers,2021-04-16,0,1,0,0,1
872,04265517,TELENOMICS RETAIL LIMITED,9.0,0.0,0.0,9.0,2,1,47421 - Retail sale of mobile telephones,2019-03-12,1,1,0,0,0
873,OC388442,TELESTO MARKETS LLP,0.0,0.0,0.0,0.0,0,1,None Supplied,2016-11-17,0,0,0,0,0
874,02041722,TELEVISION SYSTEMS LIMITED,5.0,1.0,0.0,4.0,0,2,26110 - Manufacture of electronic components,2018-06-05,0,1,0,0,1
875,06183330,TELEVISION VERSIONING & TRANSLATION (TVT) LIMITED,1.0,1.0,0.0,0.0,1,1,90030 - Artistic creation,2019-10-22,0,1,0,0,0
876,05981250,TELFORD GOLF AND COUNTRY CLUB HOTEL LIMITED,11.0,0.0,0.0,11.0,0,1,55100 - Hotels and similar accommodation,2018-10-19,0,2,0,1,2
877,08754830,TENVA GROUP HOLDINGS EUROPE LIMITED,0.0,0.0,0.0,0.0,0,1,64204 - Activities of distribution holding companies,2021-04-20,0,3,0,0,1
878,03538262,TENVA TS HOLDINGS LIMITED,4.0,0.0,0.0,4.0,3,1,70100 - Activities of head offices,2020-08-24,0,1,0,0,0
879,02309576,TERMINUS 7 LIMITED,13.0,0.0,0.0,13.0,1,2,"2121 - Manufacture of cartons, boxes & cases of corrugated paper & paperboard",2015-01-05,0,0,0,0,0
880,03684273,TESCO OVERSEAS ULC,0.0,0.0,0.0,0.0,0,1,82990 - Other business support service activities n.e.c.,2021-03-19,0,2,0,0,0
881,05900069,TETHYS SERVICES LIMITED,0.0,0.0,0.0,0.0,1,1,82990 - Other business support service activities n.e.c.,2019-12-18,0,0,0,1,0
882,00812104,TETRONICS (INTERNATIONAL) LIMITED,15.0,1.0,0.0,14.0,1,1,32990 - Other manufacturing n.e.c.,2020-08-05,0,2,0,1,1
883,03111631,TEXPLAN MANUFACTURING LIMITED,5.0,0.0,0.0,5.0,0,3,13921 - Manufacture of soft furnishings,2020-04-14,0,2,2,2,1
884,00368573,TF REALISATIONS LIMITED,23.0,1.0,0.0,22.0,1,1,4521 - Gen construction & civil engineer,2008-04-29,0,0,0,0,0
885,09319909,TFHC LIMITED,2.0,1.0,0.0,1.0,1,2,86101 - Hospital activities,2019-07-18,0,1,0,0,1
886,01578023,THAMES CITY CONSTRUCTION LIMITED,4.0,2.0,0.0,2.0,0,1,4521 - Gen construction & civil engineer,1995-08-08,1,0,0,0,0
887,04108259,THAYER PROPERTIES LIMITED,3.0,1.0,0.0,2.0,0,1,7415 - Holding Companies including Head Offices,2012-11-27,0,0,0,0,0
888,00943429,THE AMBER CHEMICAL COMPANY LIMITED,2.0,0.0,0.0,2.0,2,1,70100 - Activities of head offices,2020-01-07,0,5,0,0,4
889,02673602,THE AMBULANCE MUSEUM LIMITED,2.0,2.0,0.0,0.0,0,3,5010 - Sale of motor vehicles,1995-10-26,0,0,0,0,0
890,FC021772,"THE AMERICAN STATE COLLEGE, LLC",1.0,1.0,0.0,0.0,0,1,None Supplied,2001-12-04,0,0,0,0,0
891,07656026,THE BOMBAY BICYCLE GROUP LIMITED,0.0,0.0,0.0,0.0,2,1,None Supplied,2013-03-15,0,0,0,0,0
892,04033876,THE BRAND LEARNING PARTNERS LIMITED,3.0,0.0,0.0,3.0,0,1,70229 - Management consultancy activities other than financial management,2019-02-20,0,3,0,1,6
893,03029861,THE BRICK BUSINESS LIMITED,7.0,0.0,0.0,7.0,1,1,99999 - Dormant Company,2017-11-09,0,1,0,0,1
894,03039158,THE BRIDGE PROJECT (BRIDGING EDUCATION AND TRAINING IN THE COMMUNITY),1.0,1.0,0.0,0.0,0,1,85590 - Other education n.e.c.,2020-01-07,0,0,0,0,0
895,08802537,"THE BRISTOL, GLOUCESTERSHIRE, SOMERSET AND WILTSHIRE COMMUNITY REHABILITATION COMPANY LIMITED",3.0,0.0,0.0,3.0,0,1,84230 - Justice and judicial activities,2019-03-04,0,3,0,1,2
896,03011570,THE BRITANNIA HOTEL WOLVERHAMPTON LIMITED,2.0,0.0,0.0,2.0,0,1,55100 - Hotels and similar accommodation,2017-01-03,0,0,0,0,0
897,00305092,THE BRITISH MOTOR CORPORATION LIMITED,0.0,0.0,0.0,0.0,0,2,7415 - Holding Companies including Head Offices,2009-11-30,0,0,0,0,0
898,02580859,THE BURNDEN GROUP LIMITED,6.0,2.0,0.0,4.0,2,1,3663 - Other manufacturing,2010-02-01,0,0,0,0,0
899,03107478,THE CARPET STOP LIMITED,0.0,0.0,0.0,0.0,0,1,5248 - Other retail specialist stores,1999-03-05,0,0,0,0,0
900,02752972,THE COMMUNICATION CHANNEL PLC,5.0,3.0,0.0,2.0,0,2,59112 - Video production activities,2017-06-29,2,2,0,1,2
901,02173037,THE CONSUMER LOANS COMPANY LIMITED,5.0,1.0,0.0,4.0,0,1,64999 - Financial intermediation not elsewhere classified,2016-07-01,0,0,0,0,0
902,SC156699,THE CROSSROADS (EDINBURGH) CARE ATTENDANT COMPANY,0.0,0.0,0.0,0.0,0,1,8532 - Social work without accommodation,2010-05-12,0,0,0,0,0
903,07870512,THE DELTIC GROUP LIMITED,16.0,11.0,0.0,5.0,2,1,56301 - Licensed clubs,2020-12-24,0,2,2,3,1
904,02588480,THE DEVONSHIRE PUB COMPANY LIMITED,152.0,37.0,0.0,115.0,0,1,5540 - Bars,2008-10-08,0,0,0,0,0
905,09874222,THE DMC GROUP HOLDING LIMITED,3.0,0.0,0.0,3.0,2,1,82990 - Other business support service activities n.e.c.,2020-11-27,0,6,0,0,4
906,08802539,"THE DORSET, DEVON AND CORNWALL COMMUNITY REHABILITATION COMPANY LIMITED",3.0,0.0,0.0,3.0,0,1,84230 - Justice and judicial activities,2019-03-04,0,3,0,1,2
907,03936036,THE ELLWOODS PROPERTY COMPANY LIMITED,1.0,1.0,0.0,0.0,0,1,7020 - Letting of own property,2010-02-16,0,0,0,0,0
908,04355437,THE ESTABLISHMENT INVESTMENT TRUST PLC,1.0,1.0,0.0,0.0,0,1,64301 - Activities of investment trusts,2019-08-06,0,0,0,0,0
909,00319106,THE FLORIDA GROUP LIMITED,6.0,3.0,0.0,3.0,0,2,14190 - Manufacture of other wearing apparel and accessories n.e.c.,2021-04-22,0,0,0,0,0
910,02713501,THE FOUNDRY CREATIVE MEDIA COMPANY LIMITED,9.0,3.0,0.0,6.0,0,3,2211 - Publishing of books,2012-01-18,0,0,0,0,0
911,02957982,THE FREEDOM BREWING COMPANY LIMITED,5.0,5.0,0.0,0.0,0,2,1596 - Manufacture of beer,2008-12-19,0,0,0,0,0
912,03816981,THE FREEDOM TRAVEL GROUP LIMITED,0.0,0.0,0.0,0.0,1,1,79110 - Travel agency activities,2019-10-07,0,2,0,0,2
913,08636459,THE GOOD AGENCY IE LIMITED,0.0,0.0,0.0,0.0,0,1,73110 - Advertising agencies,2019-11-11,0,0,0,0,0
914,02352435,THE HAMLEYS GROUP LIMITED,12.0,0.0,0.0,12.0,0,1,47190 - Other retail sale in non-specialised stores,2020-10-06,0,6,0,0,5
915,06042061,THE HAPPY PEOPLE CORPORATION LIMITED,2.0,2.0,0.0,0.0,0,3,82301 - Activities of exhibition and fair organisers,2013-12-24,0,0,0,0,0
916,01555368,THE HOLIDAY PLACE PLC,6.0,1.0,0.0,5.0,0,2,79110 - Travel agency activities,2019-06-18,0,0,0,0,0
917,09822818,THE HOSPITAL COMPANY (SANDWELL) LIMITED,1.0,1.0,0.0,0.0,0,1,86102 - Medical nursing home activities,2019-02-18,0,4,0,2,1
918,08136145,THE HOSPITAL GROUP HEALTHCARE LIMITED,5.0,0.0,1.0,4.0,2,1,86220 - Specialists medical practice activities,2016-10-25,0,3,0,0,2
919,05105185,THE HOSPITAL MEDICAL GROUP HOLDINGS LIMITED,4.0,1.0,0.0,3.0,1,1,70100 - Activities of head offices,2016-11-10,0,3,0,0,2
920,02811995,THE HOSPITAL MEDICAL GROUP LIMITED,12.0,1.0,0.0,11.0,1,1,86900 - Other human health activities,2016-02-23,0,1,0,0,0
921,07907458,THE HUT IHC LIMITED,4.0,0.0,0.0,4.0,0,1,64209 - Activities of other holding companies n.e.c.,2020-10-07,0,0,0,0,0
922,07907632,THE HUT MANAGEMENT COMPANY LIMITED,0.0,0.0,0.0,0.0,0,2,70100 - Activities of head offices,2020-10-07,0,13,0,0,0
923,02971656,THE INTERIORS GROUP LIMITED,3.0,2.0,0.0,1.0,0,2,43290 - Other construction installation,2016-07-15,0,3,0,1,0
924,06540854,THE INTRAINING GROUP LIMITED,0.0,0.0,0.0,0.0,2,1,85590 - Other education n.e.c.,2020-05-14,0,4,0,0,1
925,03626940,THE JEWELLERY OUTLET LIMITED,8.0,2.0,0.0,6.0,0,1,82990 - Other business support service activities n.e.c.,2019-02-28,0,1,0,0,0
926,03258974,THE LITTLE THAILAND LIMITED,0.0,0.0,0.0,0.0,0,1,5530 - Restaurants,1999-03-01,0,0,0,0,0
927,05948328,THE LODGE CARDIFF LIMITED,4.0,0.0,0.0,4.0,3,1,55100 - Hotels and similar accommodation,2019-10-01,0,5,1,2,3
928,05267819,THE LONDON ORGANISING COMMITTEE OF THE OLYMPIC GAMES AND PARALYMPIC GAMES LIMITED,0.0,0.0,0.0,0.0,1,1,93110 - Operation of sports facilities,2013-06-07,0,0,0,0,0
929,02541287,THE MACHINE ROOM LIMITED,3.0,0.0,0.0,3.0,0,1,9305 - Other service activities n.e.c.,2012-05-17,0,0,0,0,0
930,02771156,THE MERLIN ORGANISATION LIMITED,2.0,2.0,0.0,0.0,0,1,4521 - Gen construction & civil engineer,1998-05-08,0,0,0,0,0
931,02315243,THE MID AND WEST WALES ALCOHOL AND DRUG ADVISORY SERVICE,1.0,1.0,0.0,0.0,0,1,88990 - Other social work activities without accommodation n.e.c.,2015-04-22,0,0,0,0,4
932,02042470,THE NMB GROUP LIMITED,0.0,0.0,0.0,0.0,0,1,66190 - Activities auxiliary to financial intermediation n.e.c.,2013-05-09,0,0,0,0,0
933,10528443,THE ORDNANCE BUILDING LIMITED,3.0,0.0,0.0,3.0,0,1,41100 - Development of building projects,2021-05-28,0,2,0,0,0
934,08696357,THE OUTSIDE VIEW ANALYTICS LTD,0.0,0.0,0.0,0.0,0,2,62090 - Other information technology service activities,2019-02-14,0,1,1,1,0
935,03597907,THE OXFORD MARKET RESEARCH AGENCY LIMITED,6.0,1.0,0.0,5.0,0,1,73200 - Market research and public opinion polling,2020-02-13,0,2,0,0,1
936,01995271,THE PAPER COMPANY LIMITED,5.0,3.0,0.0,2.0,1,1,46760 - Wholesale of other intermediate products,2016-04-21,0,3,2,2,2
937,02604002,THE PEACHELL GROUP LIMITED,5.0,3.0,0.0,2.0,0,2,7414 - Business & management consultancy,2003-05-20,0,0,0,0,0
938,03115589,THE PENN CLUB,0.0,0.0,0.0,0.0,0,2,55100 - Hotels and similar accommodation,2021-04-03,0,6,0,0,3
939,05462805,THE PHONEBOX STONE LTD,0.0,0.0,0.0,0.0,1,1,5190 - Other wholesale,2010-04-27,0,0,0,0,0
940,00203848,THE PLESSEY COMPANY LIMITED,1.0,0.0,0.0,1.0,0,1,7499 - Non-trading company,2011-03-10,0,0,0,0,0
941,FC022898,THE PRIORY HAYWARDS HEATH,0.0,0.0,0.0,0.0,0,1,None Supplied,2010-12-30,0,0,0,0,0
