,CompanyNumber,CompanyName,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,numberPrevNameChanges,NumberOfIndustires,PrimaryIndustry,date_of_insolvency_filing,auditors_resignations,director_terminations,secretaries_appointed,secretaries_terminated,directors_appointed
592,02682316,MABLE COMMERCIAL FUNDING LIMITED,16.0,1.0,0.0,15.0,0,1,6523 - Other financial intermediation,2018-10-31,0,0,0,0,0
593,NI048276,MAC RENTAL (N.I.) LIMITED,2.0,1.0,0.0,1.0,0,1,7415 - Holding Companies including Head Offices,2012-04-23,0,0,0,0,0
594,08343441,MACANDREWS UK LIMITED,0.0,0.0,0.0,0.0,2,2,52220 - Service activities incidental to water transportation,2021-06-04,0,1,0,0,0
595,NI058856,MACCA CONSTRUCTION LTD,2.0,0.0,0.0,2.0,0,1,None Supplied,2020-08-27,0,0,0,0,0
596,05389901,MACCESS LIMITED,9.0,6.0,0.0,3.0,2,1,45310 - Wholesale trade of motor vehicle parts and accessories,2015-04-14,0,0,0,0,0
597,01617628,MACKENZIE MANAGEMENT SERVICES LIMITED,1.0,1.0,0.0,0.0,0,2,6523 - Other financial intermediation,1992-06-30,0,0,0,0,0
598,NI025966,MACKIN INTERNATIONAL TRANSPORT LIMITED,2.0,2.0,0.0,0.0,0,1,None Supplied,2013-07-04,0,0,0,0,0
599,07474360,MAESTRO (HOLDINGS 1) LIMITED,3.0,1.0,0.0,2.0,2,1,64209 - Activities of other holding companies n.e.c.,2020-01-08,0,6,0,0,4
600,07474316,MAESTRO (HOLDINGS 2) LIMITED,3.0,1.0,0.0,2.0,2,1,64209 - Activities of other holding companies n.e.c.,2020-01-08,0,6,0,0,4
601,04407738,MAGAL ENGINEERING LIMITED,9.0,1.0,0.0,8.0,0,1,25110 - Manufacture of metal structures and parts of structures,2020-05-28,0,2,0,1,0
602,02528495,MAGELLAN AEROSPACE (BLACKPOOL) LIMITED,4.0,4.0,0.0,0.0,2,1,30300 - Manufacture of air and spacecraft and related machinery,2020-06-03,0,1,0,1,0
603,02410853,MAGNETI MARELLI UK LIMITED,2.0,0.0,0.0,2.0,0,1,"3110 - Manufacture electric motors, generators etc.",2006-12-19,0,0,0,0,0
604,00823157,MAIL ORDER DISCOUNT CO. (LIVERPOOL) LIMITED,2.0,1.0,0.0,1.0,0,1,5244 - Retail furniture household etc,2002-06-26,0,0,0,0,0
605,05870206,MAIN REALISATIONS LIMITED,2.0,0.0,0.0,2.0,2,1,6024 - Freight transport by road,2016-07-11,0,0,0,0,0
606,08373973,MAKER STUDIOS UK LIMITED,0.0,0.0,0.0,0.0,0,1,59132 - Video distribution activities,2018-05-30,0,2,0,0,2
607,01086698,MAKITA INTERNATIONAL EUROPE LIMITED,0.0,0.0,0.0,0.0,1,1,46690 - Wholesale of other machinery and equipment,2020-12-14,0,4,0,1,2
608,09142054,MALBOROUGH EQUITY PLC,1.0,1.0,0.0,0.0,1,1,82990 - Other business support service activities n.e.c.,2019-06-18,0,4,0,1,3
609,10970547,MALVERN TRAVEL TECHNOLOGY LIMITED,1.0,1.0,0.0,0.0,0,1,79110 - Travel agency activities,2019-08-20,0,3,0,0,0
610,01529849,MAMAS & PAPAS (RETAIL) LIMITED,8.0,3.0,0.0,5.0,1,1,47789 - Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),2019-11-15,0,3,1,1,1
611,SC128588,MANAGEMENT & RISK CONSULTANTS LIMITED,0.0,0.0,0.0,0.0,0,1,7414 - Business & management consultancy,1997-03-13,0,0,0,0,0
612,08046513,MANAGEMENT RESOURCE SOLUTIONS PLC,1.0,1.0,0.0,0.0,1,1,71122 - Engineering related scientific and technical consulting activities,2020-11-16,0,1,0,0,0
613,OC305898,MANCHES LLP,1.0,1.0,0.0,0.0,0,1,None Supplied,2013-10-23,0,0,0,0,0
614,06954854,MANCHESTER CHEADLE CENTRE LIMITED,2.0,2.0,0.0,0.0,1,2,68209 - Other letting and operating of own or leased real estate,2019-02-19,0,0,0,0,0
615,07705535,MANCHESTER FOUNTAIN STREET CENTRE LIMITED,3.0,3.0,0.0,0.0,0,2,68209 - Other letting and operating of own or leased real estate,2021-05-04,0,1,0,0,1
616,01169904,MANDRAKE ASSOCIATES LIMITED,11.0,3.0,0.0,8.0,0,1,6601 - Life insurance/reinsurance,2010-05-19,0,0,0,0,0
617,04930997,MANIFEST FILM SALES LIMITED,3.0,2.0,0.0,1.0,4,1,59131 - Motion picture distribution activities,2015-04-20,0,3,0,1,0
618,04357175,MANN ENVIRONMENTAL PLC,2.0,2.0,0.0,0.0,0,1,9002 - Collection and treatment of other waste,2011-02-24,0,0,0,0,0
619,00265178,MANSELL PLC,1.0,0.0,0.0,1.0,0,1,41201 - Construction of commercial buildings,2016-09-29,0,4,0,1,5
620,07141376,MANSFORD HELIOS GENERAL PARTNER LIMITED,2.0,0.0,0.0,2.0,1,2,68209 - Other letting and operating of own or leased real estate,2016-04-20,0,1,0,0,0
621,06623675,MANSFORD UK (GP) LIMITED,0.0,0.0,0.0,0.0,1,1,68100 - Buying and selling of own real estate,2019-05-02,0,0,0,0,0
622,01264385,MAPLIN ELECTRONICS LIMITED,35.0,4.0,0.0,31.0,0,1,47789 - Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),2018-03-15,0,4,0,0,0
623,01813280,MAR CITY DEVELOPMENTS LIMITED,67.0,30.0,0.0,37.0,0,1,41100 - Development of building projects,2016-06-10,0,5,0,1,0
624,03005720,MARAQ LIMITED,11.0,4.0,0.0,7.0,0,1,74990 - Non-trading company,2020-08-15,0,3,0,1,3
625,01554349,MARASH DEVELOPMENTS LIMITED,2.0,2.0,0.0,0.0,0,1,4521 - Gen construction & civil engineer,1999-02-09,0,0,0,0,0
626,05818986,MARBLE ARCH RESIDENTIAL SECURITISATION NO. 4 PLC,3.0,0.0,0.0,3.0,2,1,82990 - Other business support service activities n.e.c.,2020-10-20,0,2,0,0,2
627,03109492,MARCHANT CONSTRUCTION LIMITED,0.0,0.0,0.0,0.0,0,1,4521 - Gen construction & civil engineer,2000-08-21,0,0,0,0,0
628,01401298,MARCHWIEL INVESTMENTS LIMITED,0.0,0.0,0.0,0.0,0,1,82990 - Other business support service activities n.e.c.,2018-10-01,0,3,1,2,1
629,01230445,MARCUS WORTHINGTON AND COMPANY LIMITED,27.0,2.0,0.0,25.0,0,2,41201 - Construction of commercial buildings,2019-11-06,0,5,0,1,1
630,02929385,MAREAND CONSTRUCTION LIMITED,1.0,1.0,0.0,0.0,0,1,4521 - Gen construction & civil engineer,2005-04-06,0,0,0,0,0
631,03288512,MARINE & INDUSTRIAL PROFILES LIMITED,0.0,0.0,0.0,0.0,0,1,3511 - Building and repairing of ships,2001-04-23,0,0,0,0,0
632,09298315,MARITIME HOLDINGS (UK) LIMITED,4.0,4.0,0.0,0.0,0,1,64209 - Activities of other holding companies n.e.c.,2019-07-11,0,2,0,0,2
633,09299054,MARITIME NO.2 LIMITED,4.0,4.0,0.0,0.0,0,1,64209 - Activities of other holding companies n.e.c.,2019-07-11,0,2,0,0,2
634,03495297,MARK EDUCATION LIMITED,12.0,1.0,0.0,11.0,0,1,78109 - Other activities of employment placement agencies,2019-08-28,0,0,0,0,0
635,10027160,MARKETPLACE ORIGINATED CONSUMER ASSETS 2016-1 PLC,1.0,0.0,0.0,1.0,0,1,64999 - Financial intermediation not elsewhere classified,2020-10-14,0,0,0,0,0
636,07341934,MARKHAM RAE (UK) LIMITED,1.0,1.0,0.0,0.0,0,1,64999 - Financial intermediation not elsewhere classified,2020-04-22,0,0,0,0,0
637,OC354686,MARKHAM RAE LLP,0.0,0.0,0.0,0.0,1,1,None Supplied,2020-04-22,0,0,0,0,0
638,03477021,MARLIN-EUROPE LIMITED,0.0,0.0,0.0,0.0,0,1,None Supplied,2000-11-21,0,0,0,0,0
639,04078323,MARLOW HOTEL COMPANY LIMITED,8.0,0.0,0.0,8.0,0,1,55100 - Hotels and similar accommodation,2019-10-01,0,5,2,3,3
640,00095543,MARPLES CONSTRUCTION LIMITED,7.0,7.0,0.0,0.0,0,1,42110 - Construction of roads and motorways,2016-08-17,0,0,0,0,0
641,02796796,MARPLES LIMITED,0.0,0.0,0.0,0.0,0,1,70100 - Activities of head offices,2015-05-06,0,0,0,0,1
642,00436095,MARSHALLS DORMANT (NO.13) LIMITED,7.0,0.0,0.0,7.0,1,1,7011 - Development & sell real estate,2002-02-27,0,0,0,0,0
643,01944332,MARSON FABRICS (LONDON) LIMITED,7.0,4.0,0.0,3.0,0,1,46410 - Wholesale of textiles,2021-01-14,0,1,0,0,0
644,05600708,MARSTON CENTRECOURT LIMITED,11.0,0.0,0.0,11.0,0,1,68209 - Other letting and operating of own or leased real estate,2018-07-28,0,2,0,1,2
645,05600743,MARSTON CREWE HALL LIMITED,11.0,0.0,0.0,11.0,0,1,68209 - Other letting and operating of own or leased real estate,2018-07-28,0,2,0,1,2
646,05601310,MARSTON HL LIMITED,10.0,0.0,0.0,10.0,1,1,68209 - Other letting and operating of own or leased real estate,2018-10-19,0,2,0,1,2
647,03948742,MARSTON HOTELS HOLDINGS LIMITED,13.0,0.0,0.0,13.0,0,1,70100 - Activities of head offices,2018-10-12,0,2,0,1,2
648,05600755,MARSTON OXFORD BELFRY LIMITED,11.0,0.0,0.0,11.0,0,1,68209 - Other letting and operating of own or leased real estate,2018-07-28,0,2,0,1,2
649,SC089393,MARTHAN LIMITED,0.0,0.0,0.0,0.0,0,1,7499 - Non-trading company,1999-06-03,0,0,0,0,0
650,02025004,MARTIN DAWE DESIGN LIMITED,1.0,1.0,0.0,0.0,0,2,73110 - Advertising agencies,2018-12-07,0,0,1,1,0
651,01913440,MARTIN MANUFACTURING (UK) LIMITED,3.0,0.0,0.0,3.0,0,2,19209 - Other treatment of petroleum products (excluding petrochemicals manufacture),2019-09-03,0,1,0,1,1
652,01199691,MARTIN STEVENS WASTE PAPER MERCHANTS LIMITED,0.0,0.0,0.0,0.0,0,1,5157 - Wholesale of waste and scrap,1998-07-27,0,0,0,0,0
653,01474092,MASSARELLA GELATERIE LIMITED,7.0,4.0,0.0,3.0,0,1,56101 - Licensed restaurants,2020-04-14,0,0,0,0,0
654,09276915,MASTERDOR LIMITED,4.0,3.0,0.0,1.0,1,1,22290 - Manufacture of other plastic products,2019-03-20,0,3,0,0,0
655,04419758,MASTERNAUT ITS LIMITED,3.0,0.0,0.0,3.0,3,1,62012 - Business and domestic software development,2021-04-23,0,1,0,0,1
656,00653121,MATERIAL MEASUREMENTS LIMITED,8.0,2.0,0.0,6.0,0,1,82990 - Other business support service activities n.e.c.,2015-11-02,0,4,0,1,2
657,05532138,MATERIALS TESTING & INSPECTION SERVICES LIMITED,3.0,0.0,0.0,3.0,0,1,70100 - Activities of head offices,2019-10-01,0,3,0,0,2
658,OC304959,MATRIX ALTERNATIVE ASSET MANAGEMENT LLP,0.0,0.0,0.0,0.0,1,1,None Supplied,2012-12-28,0,0,0,0,0
659,OC319462,MATRIX CORPORATE CAPITAL LLP,3.0,3.0,0.0,0.0,1,1,None Supplied,2013-01-17,0,0,0,0,0
660,02083169,MATRIX-SECURITIES LIMITED,15.0,1.0,0.0,14.0,0,1,64999 - Financial intermediation not elsewhere classified,2012-11-13,1,0,0,0,0
661,05366702,MATRYX LIMITED,8.0,3.0,0.0,5.0,1,1,17120 - Manufacture of paper and paperboard,2019-10-02,0,2,0,0,1
662,03870187,MAVEN INCOME AND GROWTH VCT 6 PLC,0.0,0.0,0.0,0.0,1,2,64301 - Activities of investment trusts,2020-01-06,0,3,0,0,0
663,05181808,MAVENIR SYSTEMS HOLDINGS LIMITED,11.0,0.0,0.0,11.0,1,2,61200 - Wireless telecommunications activities,2018-08-02,0,2,0,1,3
664,SC081470,MAVISBANK ENTERTAINMENTS LIMITED,4.0,1.0,1.0,2.0,0,1,5540 - Bars,2002-08-16,0,0,0,0,0
665,07905834,MAVISBANK LIMITED,4.0,0.0,0.0,4.0,1,1,70100 - Activities of head offices,2017-09-07,2,1,0,1,1
666,OC302437,MAVORS INVESTMENT MANAGERS LLP,0.0,0.0,0.0,0.0,1,1,None Supplied,2020-02-27,0,0,0,0,0
667,00371896,MAWLAW 673 LIMITED,10.0,3.0,0.0,7.0,2,1,3630 - Manufacture of musical instruments,2005-12-13,0,0,0,0,0
668,01654316,MAXON COMBUSTION SYSTEMS LIMITED,1.0,1.0,0.0,0.0,0,2,25990 - Manufacture of other fabricated metal products n.e.c.,2020-05-28,0,0,0,0,0
669,08770325,MAXPOINT INTERACTIVE UK LTD,0.0,0.0,0.0,0.0,0,1,"63110 - Data processing, hosting and related activities",2019-01-18,0,2,0,0,1
670,06428250,MAYFAIR HEALTHCARE (DURHAM) LIMITED,3.0,0.0,0.0,3.0,3,1,86900 - Other human health activities,2021-06-07,0,2,0,1,4
671,09390654,MAYFAIR HEALTHCARE (KNARESBOROUGH) LIMITED,2.0,0.0,0.0,2.0,2,1,87300 - Residential care activities for the elderly and disabled,2021-06-07,0,2,0,1,4
672,09420375,MAYFAIR HEALTHCARE (OULTON) LIMITED,3.0,0.0,0.0,3.0,2,1,87300 - Residential care activities for the elderly and disabled,2021-06-08,0,2,0,1,4
673,06904173,MAYFAIR HEALTHCARE (WETHERBY) LIMITED,2.0,0.0,0.0,2.0,2,1,86900 - Other human health activities,2021-06-08,0,2,0,1,4
674,03916574,MAYFAIR TELECOM PLC,0.0,0.0,0.0,0.0,0,1,6420 - Telecommunications,2005-04-12,0,0,0,0,0
675,01629915,MAYFLOWER GP LIMITED,0.0,0.0,0.0,0.0,0,1,74990 - Non-trading company,2021-01-06,0,3,0,0,0
676,01722388,MAYFLY CONTAINERS LIMITED,12.0,4.0,0.0,8.0,0,1,25990 - Manufacture of other fabricated metal products n.e.c.,2015-09-30,0,0,0,0,0
677,02890367,MAZARCO LIMITED,0.0,0.0,0.0,0.0,0,1,"7420 - Architectural, technical consult",1997-01-24,0,0,0,0,0
678,09711087,MB EPSOM LIMITED,2.0,0.0,0.0,2.0,0,1,41100 - Development of building projects,2020-08-06,0,1,0,0,1
679,09711188,MB HIGHAM'S PARK LIMITED,1.0,0.0,0.0,1.0,0,1,41100 - Development of building projects,2020-07-31,0,1,0,0,1
680,02922208,MBNA DIRECT LIMITED,0.0,0.0,0.0,0.0,0,1,99999 - Dormant Company,2020-10-22,0,1,0,1,0
681,00704063,MCARTHUR FENCING LIMITED,4.0,3.0,0.0,1.0,1,1,"16290 - Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",2015-02-17,0,0,0,0,0
682,NI014435,MCCALLAN BROS. LIMITED,25.0,7.0,0.0,18.0,0,2,43110 - Demolition,2018-01-30,1,0,0,0,0
683,NI002990,MCCORMICK MACNAUGHTON (N.I.) LIMITED,10.0,7.0,0.0,3.0,0,1,0141 - Agricultural service activities,2012-07-25,0,0,0,0,0
684,04507344,MCD DEVELOPMENTS LTD,7.0,7.0,0.0,0.0,1,1,68320 - Management of real estate on a fee or contract basis,2014-10-08,0,0,0,0,0
685,10299064,MCD INVESTMENTS LIMITED,1.0,1.0,0.0,0.0,0,1,70100 - Activities of head offices,2021-01-06,0,3,0,0,3
686,SC074785,MCGILL & CO LTD,12.0,6.0,0.0,6.0,1,4,43210 - Electrical installation,2019-02-06,0,1,0,0,0
687,02996202,MCINERNEY HOMES LIMITED,124.0,59.0,0.0,65.0,1,1,4521 - Gen construction & civil engineer,2016-05-10,0,0,0,0,0
688,09040162,MCKESSON UK FINANCE IA LIMITED,0.0,0.0,0.0,0.0,0,1,70100 - Activities of head offices,2019-01-16,0,2,0,0,3
689,SF000884,MCKINDLESS BUS COMPANY LIMITED,0.0,0.0,0.0,0.0,0,1,None Supplied,2010-05-11,0,0,0,0,0
690,03959765,MCLCREATE LIMITED,4.0,1.0,0.0,3.0,1,2,77291 - Renting and leasing of media entertainment equipment,2020-09-14,0,0,0,0,0
691,01989091,MCLELLAN AND PARTNERS LIMITED,1.0,1.0,0.0,0.0,0,1,70229 - Management consultancy activities other than financial management,2019-02-21,0,1,1,0,0
692,08195075,MCM FORECOURTS LTD,3.0,0.0,0.0,3.0,2,1,47300 - Retail sale of automotive fuel in specialised stores,2020-01-31,0,0,0,0,0
693,08696333,MCM SANDWICHES LIMITED,0.0,0.0,0.0,0.0,0,1,47290 - Other retail sale of food in specialised stores,2020-01-31,0,0,0,0,0
694,08718037,MCMILLAN WILLIAMS SOLICITORS LTD,4.0,3.0,0.0,1.0,0,1,69102 - Solicitors,2020-06-02,0,4,0,0,2
695,03732912,MCNEIL NUTRITIONALS LTD,2.0,0.0,0.0,2.0,1,1,10420 - Manufacture of margarine and similar edible fats,2014-06-12,0,1,0,1,1
696,01219696,MCNIFF CIVIL ENGINEERING LTD.,11.0,9.0,0.0,2.0,0,1,4521 - Gen construction & civil engineer,2005-04-08,0,0,0,0,0
697,07264480,MDCT REALISATIONS LIMITED,11.0,4.0,0.0,7.0,2,1,56101 - Licensed restaurants,2020-08-05,0,0,0,0,0
698,05022864,MDIL (UK) LTD,4.0,4.0,0.0,0.0,0,1,5152 - Wholesale of metals and metal ores,2010-11-25,0,0,0,0,0
699,03110031,MDM GROUP LIMITED,10.0,0.0,0.0,10.0,0,2,70100 - Activities of head offices,2019-01-05,0,4,1,2,2
700,06732808,MEAD JOHNSON NUTRITION (UK) LTD,0.0,0.0,0.0,0.0,0,1,10519 - Manufacture of other milk products,2020-12-31,0,2,1,1,3
701,02249758,MEADOWSTONE (DERBYSHIRE) LIMITED,12.0,2.0,0.0,10.0,0,1,4525 - Other special trades construction,2012-01-09,0,0,0,0,0
702,03408575,MEADOWVALE CARE LIMITED,8.0,0.0,0.0,8.0,0,1,86900 - Other human health activities,2019-12-16,0,1,0,0,1
703,02719681,MEDALCLASS LIMITED,0.0,0.0,0.0,0.0,0,1,9305 - Other service activities n.e.c.,1996-03-15,0,0,0,0,0
704,04743297,MEDALLION UK LIMITED,5.0,5.0,0.0,0.0,0,1,7487 - Other business activities,2010-02-09,0,0,0,0,0
705,02803880,MEDALMAX LIMITED,1.0,1.0,0.0,0.0,0,1,7487 - Other business activities,1996-09-17,0,0,0,0,0
706,04633871,MEDIA 4 UK LIMITED,2.0,2.0,0.0,0.0,0,1,63990 - Other information service activities n.e.c.,2013-12-12,0,0,0,0,0
707,02816848,MEDIAASIA EUROPE LIMITED,3.0,0.0,0.0,3.0,0,1,7487 - Other business activities,1998-11-12,0,0,0,0,0
708,07168308,MEDICALS DIRECT INTERNATIONAL LIMITED,1.0,0.0,0.0,1.0,0,1,86900 - Other human health activities,2020-12-29,0,4,0,0,3
709,01395873,MEDITERRANEAN INSURANCE & REINSURANCE COMPANY LIMITED(THE),0.0,0.0,0.0,0.0,0,1,65202 - Non-life reinsurance,2015-12-18,0,2,0,0,0
710,04045976,MELFORD PROPERTIES LIMITED,4.0,3.0,0.0,1.0,0,1,"7032 - Manage real estate, fee or contract",2008-05-30,0,0,0,0,0
711,05303877,MELLOR ASSOCIATES LIMITED,0.0,0.0,0.0,0.0,1,1,64999 - Financial intermediation not elsewhere classified,2016-10-20,0,4,0,0,3
712,03936258,MEMEC HOLDINGS LIMITED,2.0,0.0,0.0,2.0,0,1,70100 - Activities of head offices,2019-07-09,0,4,0,0,3
713,05751532,MEN ARENA GP LIMITED,5.0,0.0,0.0,5.0,2,1,41100 - Development of building projects,2020-07-22,0,2,0,0,0
714,05609241,MENTOR FOUNDATION UK,0.0,0.0,0.0,0.0,1,1,88990 - Other social work activities without accommodation n.e.c.,2019-11-02,0,4,0,0,6
715,03089421,MENTOR INVESTMENT GROUP PLC,4.0,2.0,0.0,2.0,0,1,70100 - Activities of head offices,2019-05-17,0,0,0,0,0
716,05071454,MEQ REALISATIONS LIMITED,1.0,1.0,0.0,0.0,1,1,7487 - Other business activities,2011-08-25,0,0,0,0,0
717,03872646,MERCHANT INNS LIMITED,14.0,9.0,0.0,5.0,0,1,5530 - Restaurants,2009-10-30,0,0,0,0,0
718,NI037110,MERCOL LTD,1.0,1.0,0.0,0.0,0,1,None Supplied,2010-09-29,0,0,0,0,0
719,05075879,MERCURY COMMODITIES LIMITED,8.0,0.0,0.0,8.0,2,1,"46210 - Wholesale of grain, unmanufactured tobacco, seeds and animal feeds",2018-08-29,0,0,0,0,0
720,03332751,MERIAL LIMITED,4.0,0.0,0.0,4.0,0,2,21100 - Manufacture of basic pharmaceutical products,2020-09-30,1,1,1,0,4
721,SC036368,MERIDIAN REALISATIONS LIMITED,72.0,0.0,0.0,72.0,1,1,47710 - Retail sale of clothing in specialised stores,2020-08-12,0,1,0,0,1
722,FC017766,MERITWORTH INVESTMENTS LIMITED,2.0,2.0,0.0,0.0,0,1,None Supplied,1997-05-01,0,0,0,0,0
723,02087537,MERTHYR AND RHONDDA CYNON TAFF GROUNDWORK TRUST,1.0,0.0,0.0,1.0,0,1,88990 - Other social work activities without accommodation n.e.c.,2013-11-12,0,0,0,0,0
724,07368198,MESAPLEXX LIMITED,0.0,0.0,0.0,0.0,0,1,62020 - Information technology consultancy activities,2020-01-09,0,2,0,0,3
725,04815837,MESSAGE AUTOMATION LIMITED,1.0,0.0,0.0,1.0,0,1,62090 - Other information technology service activities,2020-07-21,0,2,0,0,0
726,02943066,META VISION SYSTEMS LIMITED,7.0,6.0,0.0,1.0,0,2,26512 - Manufacture of electronic industrial process control equipment,2017-09-14,0,5,0,1,0
727,03548360,METRO DIRECT LIMITED,3.0,1.0,0.0,2.0,0,1,9234 - Other entertainment activities,2003-09-15,0,0,0,0,0
728,06300839,MF GLOBAL FINANCE EUROPE LIMITED,0.0,0.0,0.0,0.0,0,1,7487 - Other business activities,2020-07-06,0,0,0,0,0
729,05626737,MF GLOBAL OVERSEAS LIMITED,0.0,0.0,0.0,0.0,1,1,7487 - Other business activities,2017-09-07,0,0,0,0,0
730,00651742,MG ROVER EXPORTS LIMITED,10.0,9.0,0.0,1.0,0,1,5010 - Sale of motor vehicles,2016-12-21,0,0,0,0,0
731,01595268,MG ROVER GROUP LIMITED,22.0,21.0,0.0,1.0,0,2,3410 - Manufacture of motor vehicles,2016-12-21,0,0,0,0,0
732,01525254,MG ROVER OVERSEAS HOLDINGS LIMITED,2.0,2.0,0.0,0.0,0,1,7415 - Holding Companies including Head Offices,2016-12-21,0,0,0,0,0
733,08588151,MG3 (SURVEY) UK LTD.,1.0,1.0,0.0,0.0,0,1,"74909 - Other professional, scientific and technical activities n.e.c.",2018-09-25,0,2,0,1,0
734,01190110,MH AVIATION TRANSPORT LIMITED,2.0,2.0,0.0,0.0,2,1,51102 - Non-scheduled passenger air transport,2017-10-18,0,1,0,0,1
735,00132862,MHASLH LIMITED,4.0,1.0,0.0,3.0,1,1,66220 - Activities of insurance agents and brokers,2016-05-23,0,7,0,0,0
736,SC285030,MHR REALISATIONS LIMITED,2.0,2.0,0.0,0.0,3,1,7415 - Holding Companies including Head Offices,2010-01-15,0,0,0,0,0
737,01085003,MICRO MATIC DISPENSE SERVICE LIMITED,6.0,0.0,0.0,6.0,1,1,32990 - Other manufacturing n.e.c.,2012-11-30,0,0,0,0,0
738,01766081,MICRODEC LIMITED,6.0,0.0,0.0,6.0,0,1,74990 - Non-trading company,2021-07-07,0,2,0,0,0
739,01794445,MICROLIGHTS LIMITED,10.0,2.0,0.0,8.0,0,1,27400 - Manufacture of electric lighting equipment,2020-02-12,0,1,0,1,0
740,03158496,MICROLOGIC COMPUTER SYSTEMS LIMITED,2.0,2.0,0.0,0.0,0,1,7260 - Other computer related activities,1998-09-30,0,0,0,0,0
741,02413124,MICRONET COMMUNICATIONS LIMITED,0.0,0.0,0.0,0.0,0,1,7220 - Software consultancy and supply,1996-02-27,0,0,0,0,0
742,07817554,MIDHURST CHARTERING LIMITED,0.0,0.0,0.0,0.0,0,1,52290 - Other transportation support activities,2021-03-26,0,4,1,1,4
743,04995480,MIDLAND HOTEL (MANCHESTER) LIMITED,10.0,0.0,0.0,10.0,1,1,55100 - Hotels and similar accommodation,2018-07-28,0,2,0,1,2
744,01325405,MIDLAND INDUSTRIAL METALS LIMITED,3.0,0.0,0.0,3.0,0,1,46770 - Wholesale of waste and scrap,2020-03-11,0,1,0,0,0
745,02402708,MIDMINT LIMITED,19.0,0.0,0.0,19.0,0,1,70100 - Activities of head offices,2018-07-28,0,2,0,1,2
746,09409060,MIF-I PROJECT S (GP) LIMITED,0.0,0.0,0.0,0.0,0,1,68209 - Other letting and operating of own or leased real estate,2020-06-02,0,1,0,0,1
747,09409068,MIF-I PROJECT S NOMINEE LIMITED,0.0,0.0,0.0,0.0,0,1,68209 - Other letting and operating of own or leased real estate,2019-05-03,0,1,0,0,1
748,01360645,MIKE DE COURCEY TRAVEL LIMITED,16.0,0.0,0.0,16.0,0,1,49390 - Other passenger land transport,2020-09-17,0,0,0,0,0
749,04113122,MILL DIGITAL MEDIA LIMITED,5.0,0.0,0.0,5.0,0,1,70100 - Activities of head offices,2019-01-05,0,4,1,2,2
750,03600036,MILL NU PROPERTIES LIMITED,0.0,0.0,0.0,0.0,0,1,66300 - Fund management activities,2020-10-02,0,3,0,0,2
751,00416596,MILLBURN INSURANCE COMPANY LIMITED,0.0,0.0,0.0,0.0,1,1,65120 - Non-life insurance,2017-06-20,0,0,0,0,0
752,OC348202,MILLIPORE UK HOLDINGS LLP,0.0,0.0,0.0,0.0,0,1,None Supplied,2021-05-12,0,0,0,0,0
753,00691989,MILLMAN (IMPORTS) LIMITED,1.0,1.0,0.0,0.0,0,2,5212 - Other retail non-specialised stores,1993-11-15,0,0,0,0,0
754,06483911,PARKRIDGE (SHIRES GATEWAY) LIMITED,1.0,1.0,0.0,0.0,0,1,7011 - Development & sell real estate,2011-09-13,0,0,0,0,0
755,06188169,PARKRIDGE DEVELOPMENT COMPANY LIMITED,1.0,1.0,0.0,0.0,0,1,7011 - Development & sell real estate,2013-05-25,0,0,0,0,0
756,03447979,PARKRIDGE HOMES LIMITED,25.0,2.0,0.0,23.0,0,1,7011 - Development & sell real estate,2011-12-20,0,0,0,0,0
757,08175172,PARKSERVE LIMITED,0.0,0.0,0.0,0.0,1,1,81100 - Combined facilities support activities,2018-08-10,0,0,0,0,0
758,05273788,PARKWAY HELLAS HOLDINGS LIMITED,0.0,0.0,0.0,0.0,1,1,82990 - Other business support service activities n.e.c.,2019-11-25,0,2,0,0,2
759,06001150,PARSONS PEEBLES SERVICE (HOLDING) LIMITED,3.0,2.0,0.0,1.0,2,1,64209 - Activities of other holding companies n.e.c.,2020-07-03,0,2,0,1,2
760,02783525,PARSONS PEEBLES SERVICE (READING) LIMITED,21.0,2.0,0.0,19.0,1,1,33140 - Repair of electrical equipment,2020-06-25,0,2,0,0,2
761,00477097,PARSONS PEEBLES SERVICE LIMITED,18.0,2.0,0.0,16.0,1,2,27900 - Manufacture of other electrical equipment,2020-06-29,0,2,0,1,2
762,09189467,PARTHENON LONDON TENANT LIMITED,0.0,0.0,0.0,0.0,0,1,68209 - Other letting and operating of own or leased real estate,2020-06-26,0,0,0,0,0
763,04200933,PARTNERS FOR IMPROVEMENT IN CAMDEN LIMITED,1.0,1.0,0.0,0.0,0,2,43390 - Other building completion and finishing,2018-06-15,0,1,1,2,1
764,03564323,PASCOE & ASSOCIATES LIMITED,0.0,0.0,0.0,0.0,0,1,5134 - Wholesale of alcohol and other drinks,2002-03-01,0,0,0,0,0
765,02271407,PASSCRYSTAL LIMITED,14.0,3.0,0.0,11.0,0,1,86102 - Medical nursing home activities,2018-07-23,0,0,0,0,0
766,05750656,PASTAKING HOLDINGS LIMITED,4.0,1.0,0.0,3.0,0,1,70100 - Activities of head offices,2019-09-20,0,2,0,0,1
